# Timesteps, List of cluster sizes
1855000: [11, 41, 16, 18, 77, 17, 20, 30, 11, 13, 26, 8, 12]
1860000: [11, 41, 16, 18, 77, 17, 20, 30, 11, 13, 26, 8, 12]
1865000: [11, 41, 16, 18, 77, 17, 20, 30, 11, 13, 26, 8, 12]
1870000: [11, 41, 16, 18, 77, 17, 20, 30, 11, 13, 26, 8, 12]
1875000: [11, 41, 16, 18, 77, 17, 33, 30, 11, 26, 8, 12]
1880000: [11, 41, 16, 18, 77, 17, 33, 30, 11, 26, 8, 12]
1885000: [11, 41, 16, 18, 77, 17, 33, 30, 11, 26, 8, 12]
1890000: [11, 41, 16, 18, 77, 17, 33, 30, 11, 26, 8, 12]
1895000: [11, 41, 16, 18, 77, 17, 33, 30, 11, 26, 8, 12]
1900000: [11, 41, 16, 18, 77, 17, 33, 30, 11, 26, 8, 12]
1905000: [11, 41, 16, 18, 77, 17, 33, 30, 11, 26, 8, 12]
1910000: [11, 41, 16, 18, 77, 17, 33, 30, 11, 26, 8, 12]
1915000: [11, 41, 16, 18, 77, 17, 33, 30, 11, 26, 8, 12]
1920000: [11, 41, 16, 18, 77, 17, 33, 30, 11, 26, 8, 12]
1925000: [11, 41, 16, 18, 77, 17, 33, 30, 11, 26, 8, 12]
1930000: [11, 41, 16, 18, 77, 17, 33, 30, 11, 26, 8, 12]
1935000: [11, 41, 16, 18, 77, 17, 33, 30, 11, 26, 8, 12]
1940000: [11, 41, 16, 18, 77, 17, 33, 30, 11, 26, 8, 12]
1945000: [11, 41, 16, 18, 77, 17, 33, 30, 11, 26, 8, 12]
1950000: [11, 41, 16, 18, 77, 17, 33, 30, 11, 26, 8, 12]
1955000: [11, 41, 16, 18, 77, 17, 33, 30, 11, 26, 8, 12]
1960000: [11, 41, 16, 18, 77, 17, 33, 30, 11, 26, 8, 12]
1965000: [11, 41, 16, 18, 77, 17, 33, 30, 11, 26, 8, 12]
1970000: [11, 41, 16, 18, 77, 17, 33, 30, 11, 26, 8, 12]
1975000: [11, 41, 16, 18, 77, 17, 33, 30, 11, 26, 8, 12]
1980000: [11, 41, 16, 18, 77, 17, 33, 30, 11, 26, 8, 12]
1985000: [11, 41, 16, 18, 77, 17, 33, 30, 11, 26, 8, 12]
1990000: [11, 41, 16, 18, 77, 17, 33, 30, 11, 26, 8, 12]
1995000: [11, 41, 16, 18, 77, 17, 33, 30, 11, 26, 8, 12]
2000000: [11, 41, 16, 18, 77, 17, 33, 30, 11, 26, 8, 12]
