# Timesteps, List of cluster sizes
1925000: [21, 43, 48, 36, 63, 16, 29, 16, 11, 16]
1930000: [21, 43, 48, 35, 63, 16, 29, 15, 11, 16]
1935000: [21, 44, 48, 35, 64, 16, 29, 15, 11, 16]
1940000: [21, 44, 48, 35, 64, 16, 29, 15, 11, 16]
1945000: [21, 44, 47, 35, 65, 16, 29, 15, 11, 16]
1950000: [21, 44, 47, 35, 65, 16, 29, 15, 11, 17]
1955000: [21, 44, 47, 35, 65, 16, 29, 15, 11, 17]
1960000: [21, 44, 47, 35, 65, 16, 29, 15, 10, 17]
1965000: [21, 44, 47, 35, 65, 16, 29, 15, 10, 17]
1970000: [21, 44, 47, 35, 65, 16, 29, 15, 10, 17]
1975000: [21, 44, 47, 35, 65, 16, 29, 15, 10, 17]
1980000: [21, 44, 47, 35, 65, 16, 29, 15, 10, 17]
1985000: [21, 44, 47, 35, 65, 16, 29, 15, 10, 17]
1990000: [21, 44, 47, 35, 65, 16, 29, 14, 10, 17]
1995000: [21, 44, 47, 35, 65, 16, 29, 14, 10, 17]
2000000: [21, 44, 47, 35, 65, 16, 29, 15, 10, 17]
