# Timesteps, No of clusters, Mean cluster size, Size largest cluster, No clusters size 1, No proteins bound to type 2 poly
0 278 1.07914 3 258 97
5000 170 1.76471 10 107 184
10000 144 2.08333 11 88 204
15000 104 2.88462 15 53 226
20000 84 3.57143 16 34 239
25000 72 4.16667 16 29 243
30000 62 4.83871 16 21 253
35000 54 5.55556 18 14 254
40000 45 6.66667 20 7 259
45000 43 6.97674 28 7 257
50000 42 7.14286 32 8 257
55000 41 7.31707 32 7 259
60000 38 7.89474 32 6 263
65000 35 8.57143 32 3 271
70000 32 9.37500 32 3 269
75000 32 9.37500 32 3 274
80000 32 9.37500 32 3 273
85000 31 9.67742 32 2 275
90000 31 9.67742 32 2 280
95000 30 10.00000 32 1 281
100000 30 10.00000 32 1 276
105000 30 10.00000 32 1 273
110000 27 11.11111 32 0 277
115000 28 10.71429 32 0 270
120000 28 10.71429 32 0 281
125000 27 11.11111 32 2 274
130000 27 11.11111 32 2 278
135000 27 11.11111 32 2 272
140000 26 11.53846 32 2 273
145000 25 12.00000 32 1 273
150000 24 12.50000 32 1 277
155000 24 12.50000 32 1 275
160000 25 12.00000 32 3 274
165000 24 12.50000 33 2 271
170000 24 12.50000 33 2 279
175000 24 12.50000 33 2 275
180000 24 12.50000 33 2 275
185000 24 12.50000 33 2 275
190000 24 12.50000 33 2 276
195000 24 12.50000 33 2 276
200000 24 12.50000 33 2 277
205000 24 12.50000 33 2 272
210000 23 13.04348 33 1 274
215000 23 13.04348 33 1 273
220000 23 13.04348 33 1 282
225000 23 13.04348 33 1 278
230000 23 13.04348 33 1 276
235000 23 13.04348 33 1 275
240000 23 13.04348 33 1 271
245000 23 13.04348 33 1 271
250000 23 13.04348 33 1 271
255000 23 13.04348 33 1 271
260000 23 13.04348 33 1 277
265000 21 14.28571 33 0 285
270000 21 14.28571 33 0 289
275000 21 14.28571 33 0 290
280000 20 15.00000 33 0 290
285000 20 15.00000 33 0 289
290000 20 15.00000 33 0 294
295000 21 14.28571 33 1 294
300000 21 14.28571 33 1 293
305000 21 14.28571 33 1 288
310000 21 14.28571 33 1 293
315000 21 14.28571 33 1 289
320000 21 14.28571 33 1 294
325000 20 15.00000 33 1 292
330000 20 15.00000 33 1 295
335000 21 14.28571 33 2 293
340000 20 15.00000 33 1 291
345000 20 15.00000 33 1 291
350000 19 15.78947 33 0 291
355000 19 15.78947 33 0 294
360000 20 15.00000 33 2 296
365000 19 15.78947 33 2 295
370000 18 16.66667 33 1 295
375000 18 16.66667 33 1 294
380000 18 16.66667 33 1 294
385000 18 16.66667 33 1 295
390000 18 16.66667 33 1 292
395000 18 16.66667 33 1 295
400000 18 16.66667 33 1 294
405000 18 16.66667 33 1 293
410000 18 16.66667 33 1 292
415000 18 16.66667 33 1 289
420000 16 18.75000 36 0 295
425000 16 18.75000 36 0 292
430000 16 18.75000 36 0 292
435000 16 18.75000 36 0 297
440000 16 18.75000 36 0 291
445000 16 18.75000 36 0 293
450000 16 18.75000 36 0 292
455000 16 18.75000 36 0 293
460000 16 18.75000 36 0 291
465000 16 18.75000 36 0 295
470000 16 18.75000 36 0 292
475000 16 18.75000 36 0 297
480000 16 18.75000 36 0 292
485000 16 18.75000 36 0 291
490000 16 18.75000 36 0 293
495000 16 18.75000 36 0 297
500000 16 18.75000 36 0 296
505000 16 18.75000 36 0 294
510000 16 18.75000 36 0 297
515000 16 18.75000 36 0 292
520000 16 18.75000 36 0 291
525000 16 18.75000 36 0 297
530000 16 18.75000 36 0 296
535000 16 18.75000 36 0 291
540000 16 18.75000 36 0 296
545000 16 18.75000 36 0 294
550000 16 18.75000 36 0 296
555000 16 18.75000 36 0 295
560000 17 17.64706 36 1 292
565000 17 17.64706 36 1 295
570000 17 17.64706 36 1 293
575000 17 17.64706 36 1 289
580000 17 17.64706 36 1 298
585000 17 17.64706 36 1 295
590000 17 17.64706 36 1 294
595000 17 17.64706 36 1 294
600000 17 17.64706 36 1 287
605000 16 18.75000 36 0 290
610000 16 18.75000 36 0 293
615000 16 18.75000 36 0 289
620000 16 18.75000 36 0 289
625000 16 18.75000 36 0 290
630000 16 18.75000 36 0 292
635000 16 18.75000 36 0 293
640000 15 20.00000 52 0 293
645000 16 18.75000 36 0 291
650000 15 20.00000 36 0 293
655000 14 21.42857 52 0 295
660000 14 21.42857 52 0 294
