# Timesteps, No of clusters, Mean size of clusters, Size of largest cluster
0 278 1 3
1000 265 1 3
2000 256 1 4
3000 242 1 6
4000 233 1 6
5000 228 1 6
6000 211 1 8
7000 211 1 8
8000 199 1 9
9000 190 1 10
10000 187 1 10
11000 183 1 11
12000 177 1 11
13000 175 1 12
14000 167 1 13
15000 165 1 13
16000 165 1 14
17000 158 1 14
18000 153 1 14
19000 152 1 15
20000 146 2 16
21000 135 2 16
22000 137 2 16
23000 137 2 16
24000 138 2 23
25000 131 2 23
26000 131 2 23
27000 131 2 23
28000 129 2 23
29000 124 2 23
30000 118 2 23
31000 127 2 23
32000 118 2 23
33000 119 2 23
34000 124 2 23
35000 120 2 25
36000 118 2 25
37000 118 2 25
38000 119 2 25
39000 114 2 26
40000 113 2 26
41000 110 2 26
42000 112 2 26
43000 110 2 26
44000 108 2 26
45000 105 2 26
46000 108 2 26
47000 110 2 27
48000 107 2 27
49000 103 2 27
50000 103 2 27
51000 102 2 27
52000 101 2 27
53000 103 2 27
54000 100 3 32
55000 103 2 32
56000 103 2 32
57000 100 3 32
58000 97 3 32
59000 92 3 32
60000 91 3 32
61000 92 3 32
62000 91 3 32
63000 87 3 33
64000 88 3 39
65000 90 3 33
66000 83 3 39
67000 80 3 38
68000 81 3 38
69000 77 3 38
70000 78 3 38
71000 78 3 38
72000 81 3 38
73000 82 3 38
74000 81 3 38
75000 79 3 39
76000 77 3 39
77000 77 3 39
78000 77 3 40
79000 76 3 40
80000 77 3 40
81000 77 3 40
82000 76 3 41
83000 78 3 41
84000 77 3 41
85000 80 3 41
86000 79 3 41
87000 76 3 41
88000 78 3 41
89000 76 3 41
90000 77 3 41
91000 73 4 41
92000 75 4 41
93000 76 3 41
94000 76 3 41
95000 78 3 41
96000 76 3 41
97000 74 4 41
98000 68 4 41
99000 71 4 41
100000 73 4 41
101000 73 4 41
102000 72 4 41
103000 69 4 41
104000 69 4 41
105000 69 4 41
106000 74 4 41
107000 73 4 41
108000 79 3 41
109000 75 4 41
110000 77 3 41
111000 74 4 41
112000 72 4 41
113000 75 4 41
114000 71 4 42
115000 69 4 42
116000 68 4 42
117000 63 4 42
118000 62 4 43
119000 63 4 44
120000 59 5 45
121000 61 4 45
122000 61 4 45
123000 60 5 46
124000 60 5 45
125000 61 4 45
126000 60 5 45
127000 60 5 45
128000 61 4 45
129000 62 4 45
130000 60 5 46
131000 62 4 46
132000 61 4 46
133000 59 5 46
134000 56 5 46
135000 54 5 46
136000 54 5 46
137000 53 5 46
138000 57 5 46
139000 56 5 46
140000 55 5 46
141000 57 5 46
142000 59 5 46
143000 57 5 46
144000 55 5 46
145000 55 5 46
146000 54 5 46
147000 54 5 46
148000 53 5 46
149000 51 5 46
150000 49 6 66
151000 49 6 46
152000 55 5 55
153000 53 5 47
154000 55 5 47
155000 56 5 47
156000 55 5 56
157000 53 5 57
158000 54 5 57
159000 53 5 57
160000 52 5 57
161000 53 5 57
162000 54 5 57
163000 50 6 57
164000 51 5 57
165000 51 5 57
166000 49 6 58
167000 51 5 58
168000 49 6 58
169000 48 6 58
170000 49 6 58
171000 48 6 58
172000 47 6 58
173000 47 6 58
174000 48 6 58
175000 47 6 58
176000 48 6 58
177000 48 6 58
178000 49 6 58
179000 48 6 59
180000 44 6 59
181000 44 6 59
182000 43 6 59
183000 48 6 59
184000 48 6 59
185000 49 6 59
186000 52 5 59
187000 48 6 59
188000 48 6 59
189000 49 6 59
190000 47 6 59
191000 48 6 59
192000 49 6 59
193000 46 6 60
194000 48 6 60
195000 47 6 60
196000 48 6 60
197000 44 6 61
198000 48 6 61
199000 48 6 61
200000 46 6 61
201000 48 6 61
202000 46 6 62
203000 44 6 62
204000 46 6 62
205000 46 6 62
206000 47 6 62
207000 43 6 62
208000 42 7 62
209000 45 6 61
210000 49 6 60
211000 48 6 60
212000 47 6 60
213000 47 6 59
214000 49 6 59
215000 48 6 59
216000 49 6 59
217000 48 6 59
218000 48 6 59
219000 51 5 59
220000 50 6 59
221000 49 6 59
222000 50 6 59
223000 46 6 59
224000 47 6 60
225000 44 6 60
226000 44 6 60
227000 43 6 60
228000 45 6 60
229000 46 6 60
230000 46 6 60
231000 45 6 60
232000 45 6 60
233000 46 6 61
234000 45 6 62
235000 41 7 63
236000 42 7 63
237000 38 7 63
238000 39 7 63
239000 38 7 63
240000 39 7 64
241000 40 7 64
242000 41 7 64
243000 41 7 64
244000 43 6 64
245000 43 6 64
246000 42 7 64
247000 41 7 64
248000 41 7 64
249000 40 7 64
250000 41 7 64
251000 41 7 64
252000 43 6 64
253000 45 6 64
254000 47 6 64
255000 48 6 65
256000 50 6 64
257000 49 6 65
258000 48 6 65
259000 48 6 65
260000 45 6 65
261000 46 6 65
262000 46 6 65
263000 45 6 65
264000 46 6 63
265000 45 6 64
266000 46 6 64
267000 48 6 63
268000 46 6 64
269000 47 6 63
270000 47 6 63
271000 49 6 63
272000 47 6 63
273000 45 6 63
274000 49 6 63
275000 48 6 63
276000 52 5 63
277000 53 5 63
278000 52 5 63
279000 53 5 63
280000 51 5 64
281000 53 5 63
282000 54 5 63
283000 53 5 63
284000 55 5 63
285000 55 5 63
286000 56 5 63
287000 54 5 63
288000 54 5 63
289000 55 5 63
290000 55 5 63
291000 56 5 63
292000 56 5 63
293000 57 5 63
294000 56 5 63
295000 54 5 63
296000 53 5 63
297000 47 6 63
298000 51 5 63
299000 51 5 62
300000 47 6 62
301000 49 6 62
302000 47 6 63
303000 46 6 64
304000 47 6 64
305000 48 6 64
306000 49 6 64
307000 49 6 64
308000 49 6 64
309000 45 6 72
310000 50 6 72
311000 48 6 72
312000 48 6 72
313000 46 6 72
314000 45 6 72
315000 46 6 72
316000 44 6 72
317000 44 6 72
318000 43 6 72
319000 43 6 72
320000 44 6 72
321000 43 6 72
322000 45 6 72
323000 45 6 72
324000 46 6 72
325000 45 6 72
326000 45 6 72
327000 46 6 72
328000 46 6 72
329000 44 6 72
330000 47 6 72
331000 45 6 72
332000 47 6 72
333000 47 6 72
334000 45 6 72
335000 44 6 72
336000 46 6 72
337000 45 6 72
338000 47 6 72
339000 46 6 72
340000 46 6 72
341000 48 6 72
342000 45 6 72
343000 46 6 72
344000 47 6 72
345000 48 6 72
346000 46 6 72
347000 45 6 72
348000 47 6 72
349000 48 6 72
350000 45 6 73
351000 45 6 73
352000 45 6 73
353000 47 6 73
354000 46 6 73
355000 44 6 73
356000 39 7 73
357000 39 7 73
358000 40 7 73
359000 41 7 73
360000 40 7 73
361000 41 7 72
362000 37 8 72
363000 39 7 72
364000 40 7 72
365000 39 7 72
366000 38 7 73
367000 38 7 72
368000 38 7 72
369000 40 7 72
370000 39 7 72
371000 40 7 72
372000 40 7 72
373000 38 7 72
374000 38 7 72
375000 40 7 72
376000 43 6 72
377000 43 6 72
378000 41 7 72
379000 42 7 72
380000 42 7 72
381000 42 7 72
382000 42 7 72
383000 42 7 72
384000 42 7 72
385000 40 7 72
386000 38 7 72
387000 40 7 72
388000 42 7 72
389000 43 6 72
390000 42 7 72
