# Timesteps, No of clusters, Mean size of clusters, Size of largest cluster
600000 137 2 27
601000 136 2 28
602000 132 2 27
603000 130 2 29
604000 131 2 29
605000 131 2 29
606000 132 2 29
607000 130 2 29
608000 135 2 29
609000 134 2 30
610000 133 2 29
611000 131 2 29
612000 130 2 29
613000 134 2 29
614000 133 2 29
615000 141 2 30
616000 136 2 29
617000 139 2 29
618000 139 2 29
619000 142 2 29
620000 141 2 29
621000 140 2 29
622000 136 2 29
623000 139 2 29
624000 132 2 29
625000 136 2 29
626000 135 2 29
627000 135 2 30
628000 138 2 30
629000 138 2 31
630000 134 2 31
631000 139 2 31
632000 139 2 31
633000 138 2 33
634000 137 2 32
635000 138 2 32
636000 138 2 32
637000 134 2 32
638000 135 2 32
639000 135 2 32
640000 141 2 32
641000 139 2 32
642000 141 2 31
643000 142 2 32
644000 141 2 32
645000 141 2 32
646000 141 2 31
647000 139 2 31
648000 136 2 31
649000 134 2 31
650000 133 2 31
651000 137 2 31
652000 135 2 31
653000 140 2 30
654000 139 2 29
655000 141 2 29
656000 141 2 29
657000 141 2 29
658000 141 2 29
659000 138 2 29
660000 137 2 29
661000 143 2 29
662000 142 2 29
663000 141 2 29
664000 139 2 30
665000 140 2 30
666000 139 2 30
667000 142 2 30
668000 137 2 30
669000 142 2 29
670000 136 2 30
671000 137 2 30
672000 144 2 29
673000 139 2 29
674000 137 2 30
675000 135 2 29
676000 139 2 29
677000 137 2 29
678000 145 2 29
679000 138 2 29
680000 145 2 29
681000 143 2 29
682000 146 2 31
683000 149 2 30
684000 140 2 31
685000 141 2 31
686000 144 2 29
687000 141 2 29
688000 140 2 29
689000 141 2 31
690000 135 2 31
691000 141 2 31
692000 139 2 31
693000 138 2 31
694000 140 2 30
695000 143 2 30
696000 139 2 31
697000 142 2 30
698000 135 2 30
699000 138 2 29
700000 147 2 28
701000 149 2 28
702000 150 2 28
703000 147 2 28
704000 139 2 29
705000 144 2 28
706000 143 2 29
707000 142 2 28
708000 142 2 28
709000 143 2 28
710000 145 2 28
711000 145 2 27
712000 142 2 28
713000 144 2 28
714000 140 2 29
715000 143 2 29
716000 132 2 29
717000 133 2 30
718000 139 2 29
719000 134 2 29
720000 130 2 30
721000 134 2 30
722000 131 2 31
723000 128 2 30
724000 129 2 30
725000 135 2 31
726000 135 2 31
727000 134 2 30
728000 135 2 30
729000 132 2 31
730000 139 2 31
731000 135 2 31
732000 130 2 33
733000 128 2 33
734000 138 2 33
735000 136 2 33
736000 135 2 33
737000 138 2 33
738000 135 2 33
739000 136 2 32
740000 133 2 32
741000 137 2 32
742000 138 2 32
743000 136 2 32
744000 134 2 32
745000 134 2 32
746000 135 2 33
747000 138 2 33
748000 141 2 33
749000 139 2 32
750000 139 2 32
751000 141 2 30
752000 137 2 31
753000 136 2 31
754000 136 2 30
755000 136 2 31
756000 132 2 31
757000 132 2 30
758000 136 2 32
759000 135 2 32
760000 134 2 32
761000 137 2 31
762000 132 2 31
763000 136 2 31
764000 139 2 31
765000 133 2 33
766000 134 2 34
767000 138 2 35
768000 138 2 32
769000 137 2 31
770000 137 2 31
771000 138 2 30
772000 138 2 30
773000 137 2 28
774000 130 2 28
775000 130 2 29
776000 135 2 28
777000 137 2 29
778000 139 2 28
779000 141 2 28
780000 133 2 27
781000 132 2 27
782000 133 2 26
783000 129 2 26
784000 127 2 26
785000 131 2 26
786000 135 2 27
787000 134 2 27
788000 135 2 27
789000 133 2 27
790000 132 2 27
791000 137 2 26
792000 139 2 26
793000 138 2 26
794000 141 2 26
795000 140 2 26
796000 137 2 26
797000 142 2 26
798000 135 2 28
799000 142 2 28
800000 136 2 28
801000 137 2 28
802000 144 2 28
803000 144 2 28
804000 140 2 29
805000 143 2 28
806000 139 2 27
807000 143 2 28
808000 142 2 28
809000 143 2 28
810000 146 2 27
811000 148 2 27
812000 148 2 27
813000 146 2 26
814000 147 2 26
815000 144 2 26
816000 147 2 26
817000 143 2 26
818000 145 2 26
819000 143 2 26
820000 139 2 27
821000 145 2 26
822000 144 2 28
823000 140 2 29
824000 138 2 29
825000 140 2 29
826000 139 2 29
827000 140 2 29
828000 133 2 29
829000 136 2 28
830000 133 2 28
831000 131 2 27
832000 133 2 27
833000 131 2 27
834000 132 2 29
835000 136 2 28
836000 135 2 29
837000 137 2 29
838000 138 2 28
839000 147 2 28
840000 147 2 27
841000 145 2 27
842000 143 2 28
843000 141 2 27
844000 146 2 27
845000 148 2 27
846000 149 2 27
847000 147 2 27
848000 147 2 28
849000 143 2 29
850000 142 2 29
851000 137 2 30
852000 142 2 29
853000 140 2 28
854000 136 2 30
855000 136 2 29
856000 140 2 30
857000 136 2 31
858000 136 2 31
859000 131 2 30
860000 137 2 30
861000 137 2 31
862000 135 2 30
863000 136 2 31
864000 132 2 32
865000 133 2 33
866000 135 2 33
867000 135 2 33
868000 132 2 32
869000 136 2 32
870000 136 2 32
871000 140 2 30
872000 138 2 29
873000 139 2 30
874000 141 2 30
875000 135 2 31
876000 141 2 30
877000 136 2 30
878000 134 2 30
879000 137 2 31
880000 139 2 30
881000 137 2 31
882000 140 2 31
883000 135 2 31
884000 137 2 31
885000 137 2 31
886000 140 2 30
887000 138 2 30
888000 142 2 30
889000 140 2 31
890000 145 2 30
891000 140 2 30
892000 146 2 30
893000 141 2 30
894000 140 2 33
895000 141 2 33
896000 138 2 33
897000 140 2 32
898000 143 2 30
899000 140 2 31
900000 136 2 31
901000 141 2 31
902000 139 2 30
903000 138 2 30
904000 141 2 29
905000 143 2 31
906000 137 2 30
907000 149 2 28
908000 142 2 28
909000 142 2 28
910000 139 2 28
911000 139 2 28
912000 137 2 27
913000 136 2 27
914000 136 2 27
915000 139 2 28
916000 141 2 28
917000 139 2 28
918000 140 2 28
919000 137 2 29
920000 137 2 29
921000 134 2 29
922000 129 2 29
923000 139 2 28
924000 137 2 28
925000 138 2 28
926000 143 2 28
927000 140 2 28
928000 143 2 28
929000 143 2 28
930000 142 2 28
931000 146 2 30
932000 144 2 29
933000 140 2 31
934000 141 2 32
935000 140 2 31
936000 137 2 31
937000 138 2 32
938000 139 2 32
939000 144 2 31
940000 137 2 31
941000 142 2 32
942000 141 2 32
943000 140 2 32
944000 141 2 31
945000 137 2 32
946000 136 2 31
947000 138 2 31
948000 134 2 31
949000 132 2 33
950000 135 2 32
951000 132 2 32
952000 136 2 32
953000 131 2 34
954000 129 2 33
955000 124 2 33
956000 129 2 32
957000 129 2 32
958000 131 2 32
959000 133 2 30
960000 139 2 30
961000 138 2 31
962000 138 2 32
963000 139 2 31
964000 141 2 29
965000 142 2 27
966000 144 2 28
967000 143 2 27
968000 143 2 27
969000 144 2 28
970000 139 2 27
971000 137 2 27
972000 142 2 28
973000 140 2 28
974000 145 2 28
975000 138 2 29
976000 136 2 29
977000 136 2 29
978000 132 2 30
979000 133 2 29
980000 140 2 29
981000 138 2 29
982000 142 2 29
983000 136 2 32
984000 143 2 30
985000 143 2 29
986000 143 2 29
987000 138 2 30
988000 132 2 29
989000 135 2 29
