# Timesteps, No of clusters, Mean cluster size, Size largest cluster, No clusters size 1, No proteins bound to type 2 poly
1000000 9 33.33333 108 4 33
1005000 10 30.00000 108 5 9
1010000 10 30.00000 108 5 13
1015000 10 30.00000 108 5 6
1020000 10 30.00000 108 5 18
1025000 10 30.00000 108 5 25
1030000 10 30.00000 108 5 14
1035000 9 33.33333 108 4 22
1040000 8 37.50000 108 4 16
1045000 6 50.00000 108 2 4
1050000 6 50.00000 108 2 14
1055000 6 50.00000 108 2 3
1060000 7 42.85714 108 3 9
1065000 7 42.85714 108 3 4
1070000 7 42.85714 108 3 13
1075000 7 42.85714 108 3 14
1080000 7 42.85714 108 3 10
1085000 7 42.85714 108 3 2
1090000 7 42.85714 108 3 7
1095000 6 50.00000 108 2 18
1100000 8 37.50000 108 4 12
1105000 7 42.85714 108 3 14
1110000 7 42.85714 108 3 8
1115000 7 42.85714 108 3 12
1120000 6 50.00000 108 2 8
1125000 6 50.00000 108 2 10
1130000 8 37.50000 108 4 10
1135000 8 37.50000 108 4 14
1140000 8 37.50000 108 4 16
1145000 7 42.85714 109 3 15
1150000 7 42.85714 109 3 10
1155000 7 42.85714 109 3 10
1160000 7 42.85714 109 3 7
1165000 8 37.50000 109 4 14
1170000 8 37.50000 109 4 18
1175000 7 42.85714 109 3 12
1180000 7 42.85714 109 3 19
1185000 7 42.85714 109 3 19
1190000 7 42.85714 109 3 15
1195000 6 50.00000 109 2 11
1200000 6 50.00000 109 2 21
1205000 7 42.85714 108 3 18
1210000 6 50.00000 108 2 25
1215000 4 75.00000 209 1 8
1220000 4 75.00000 209 1 14
1225000 4 75.00000 209 1 7
1230000 4 75.00000 209 1 20
1235000 4 75.00000 209 1 19
1240000 4 75.00000 209 1 15
1245000 3 100.00000 209 0 17
1250000 3 100.00000 209 0 14
1255000 3 100.00000 209 0 15
1260000 3 100.00000 209 0 7
1265000 3 100.00000 209 0 21
1270000 3 100.00000 209 0 12
1275000 3 100.00000 209 0 15
1280000 3 100.00000 209 0 23
1285000 3 100.00000 209 0 17
1290000 3 100.00000 209 0 7
1295000 3 100.00000 209 0 14
1300000 3 100.00000 209 0 15
1305000 4 75.00000 209 1 15
1310000 4 75.00000 209 1 8
1315000 4 75.00000 209 1 5
1320000 4 75.00000 209 1 5
1325000 4 75.00000 209 1 12
1330000 3 100.00000 209 0 10
1335000 3 100.00000 209 0 14
1340000 3 100.00000 209 0 7
1345000 3 100.00000 209 0 3
1350000 3 100.00000 209 0 11
1355000 3 100.00000 209 0 13
1360000 3 100.00000 209 0 6
1365000 3 100.00000 209 0 27
1370000 3 100.00000 209 0 13
1375000 3 100.00000 209 0 10
1380000 3 100.00000 209 0 4
1385000 3 100.00000 209 0 14
1390000 3 100.00000 209 0 10
1395000 3 100.00000 209 0 11
1400000 3 100.00000 209 0 4
1405000 3 100.00000 209 0 11
1410000 3 100.00000 209 0 11
1415000 3 100.00000 209 0 3
1420000 3 100.00000 209 0 2
1425000 3 100.00000 209 0 12
1430000 3 100.00000 209 0 8
1435000 3 100.00000 209 0 2
1440000 4 75.00000 209 1 8
1445000 4 75.00000 209 1 13
1450000 4 75.00000 209 1 25
1455000 4 75.00000 209 1 8
1460000 4 75.00000 209 1 20
1465000 4 75.00000 209 1 9
1470000 4 75.00000 209 1 8
1475000 4 75.00000 209 1 17
1480000 4 75.00000 209 1 7
1485000 4 75.00000 209 1 10
1490000 4 75.00000 209 1 13
1495000 4 75.00000 209 1 13
1500000 4 75.00000 209 1 13
1505000 4 75.00000 209 1 6
1510000 4 75.00000 209 1 17
1515000 4 75.00000 209 1 7
1520000 4 75.00000 209 1 19
1525000 4 75.00000 209 1 12
1530000 4 75.00000 209 1 15
1535000 4 75.00000 209 1 3
1540000 4 75.00000 209 1 7
1545000 4 75.00000 209 1 20
1550000 4 75.00000 209 1 12
1555000 5 60.00000 209 2 14
1560000 5 60.00000 209 2 9
1565000 5 60.00000 209 2 15
1570000 5 60.00000 209 2 10
1575000 5 60.00000 209 2 4
1580000 5 60.00000 209 2 10
1585000 5 60.00000 209 2 18
1590000 5 60.00000 209 2 9
1595000 6 50.00000 209 3 13
1600000 5 60.00000 209 2 2
1605000 6 50.00000 209 3 24
1610000 6 50.00000 209 3 10
1615000 6 50.00000 209 3 17
1620000 5 60.00000 209 2 9
1625000 5 60.00000 209 2 19
1630000 4 75.00000 209 1 12
1635000 4 75.00000 209 1 18
1640000 4 75.00000 209 1 4
1645000 4 75.00000 209 1 10
1650000 6 50.00000 208 3 14
1655000 6 50.00000 208 3 14
1660000 6 50.00000 208 3 16
1665000 5 60.00000 208 2 10
1670000 5 60.00000 208 2 10
1675000 5 60.00000 208 2 14
1680000 5 60.00000 208 2 8
1685000 5 60.00000 208 2 12
1690000 5 60.00000 208 2 10
1695000 5 60.00000 208 2 24
1700000 5 60.00000 208 2 18
1705000 5 60.00000 208 2 9
1710000 5 60.00000 208 2 7
1715000 5 60.00000 208 2 28
1720000 6 50.00000 208 3 19
1725000 5 60.00000 208 2 19
1730000 5 60.00000 208 2 20
1735000 5 60.00000 208 2 8
1740000 5 60.00000 208 2 12
1745000 5 60.00000 208 2 13
1750000 5 60.00000 208 2 10
1755000 5 60.00000 208 2 5
1760000 5 60.00000 208 2 12
1765000 4 75.00000 209 1 14
1770000 4 75.00000 209 1 10
1775000 4 75.00000 209 1 5
1780000 4 75.00000 209 1 14
1785000 4 75.00000 209 1 18
1790000 4 75.00000 209 1 17
1795000 4 75.00000 209 1 11
1800000 4 75.00000 209 1 6
1805000 4 75.00000 209 1 8
1810000 4 75.00000 209 1 6
1815000 5 60.00000 209 2 32
1820000 5 60.00000 209 2 3
